Food Name,State,Type,Allergic Ingredients,Total Calories,Total Carbs,Total Fats,Total Protein,Total Sugar,Total Sodium,Vitamin Content,Rasa (Taste),Guna (Qualities),Virya (Potency),Vipaka (Post-digestive Effect),Prabhava (Special Effect),Dosha Impact,Mapped_Ingredients
Paneer Tikka,Telangana,Veg,Dairy,350,20,25,15,5,600,"Vitamin A, C",Sweet; Varies (Sweet/Astringent/Bitter),"Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet; Sweet or Pungent,"Nourishing; Nourishing, Satiety-giving","Balances Vata, increases Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Paneer, Tikka"
Jowar Roti,Telangana,Veg,Gluten-Free,200,40,4,6,2,300,Vitamin B,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Sorghum, Roti"
Kofta Curry,Telangana,Veg,Dairy,350,30,20,15,8,600,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Kofta
Vegetable Biryani,Telangana,Veg,None,350,50,10,8,6,550,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Vegetable, Biryani"
Gosht Korma,Telangana,Non-Veg,"Nuts, Dairy",400,35,30,22,7,750,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Gosht, Korma"
Vegetable Samosa,Telangana,Veg,Gluten,250,30,15,10,6,450,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Vegetable, Samosa"
Bitter Gourd Curry,Telangana,Veg,None,180,15,10,4,2,350,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Bitter, Gourd"
Vegetable Korma,Telangana,Veg,Dairy,300,40,12,10,7,500,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Vegetable, Korma"
Chicken 65,Telangana,Non-Veg,Gluten,350,25,25,20,7,700,"Vitamin B, C","Sweet, Salty","Heavy, Oily",Heating,Sweet,Strength-giving,"Balances Vata, may aggravate Pitta & Kapha",Chicken
Haleem,Telangana,Non-Veg,Gluten,450,55,20,30,9,800,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Haleem
Onion Pakoda,Telangana,Veg,Gluten,300,25,15,10,7,500,"Vitamin B, C","Pungent, Sweet; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Aphrodisiac, strength-giving; Nourishing, Satiety-giving","Balances Vata, aggravates Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Onion, Pakoda"
Palak Chole,Telangana,Veg,None,300,45,10,12,5,450,"Vitamin A, C","Varies (Sweet/Astringent/Bitter); Astringent, Sweet","Light to Heavy, Dry to Oily (Varies); Heavy, Dry",Cooling,Sweet or Pungent; Pungent,"Nourishing, Satiety-giving; Grounding, protein-rich","Generally balances Pitta, effects on Vata/Kapha vary; May aggravate Vata & Kapha","Spinach, Chickpea"
Aloo Tamatar,Telangana,Veg,None,200,25,8,6,3,350,"Vitamin A, C","Sweet, Astringent; Varies (Sweet/Astringent/Bitter)","Heavy, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet; Sweet or Pungent,"Satiety-giving; Nourishing, Satiety-giving","Balances Pitta, aggravates Vata & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Potato, Tomato"
Prawn Fry,Telangana,Non-Veg,None,350,20,25,20,6,700,"Vitamin B, C",Sweet,"Heavy, Oily",Heating,Sweet,Nourishing,"Balances Vata, may aggravate Pitta & Kapha",Prawn
Chana Palak,Telangana,Veg,None,250,35,8,10,4,400,"Vitamin B, C","Astringent, Sweet; Varies (Sweet/Astringent/Bitter)","Heavy, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Pungent; Sweet or Pungent,"Grounding, protein-rich; Nourishing, Satiety-giving","May aggravate Vata & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chickpea, Spinach"
Idli,Telangana,Veg,Gluten,200,20,4,5,1,300,Vitamin B,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Idli
Kache Aloo,Telangana,Veg,None,250,40,8,6,3,400,"Vitamin B, C","Varies (Sweet/Astringent/Bitter); Sweet, Astringent","Light to Heavy, Dry to Oily (Varies); Heavy, Dry",Cooling,Sweet or Pungent; Sweet,"Nourishing, Satiety-giving; Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary; Balances Pitta, aggravates Vata & Kapha","Kache, Potato"
Rava Kesari,Telangana,Veg,Dairy,300,50,15,25,20,400,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Rava, Kesari"
Chole Chaat,Telangana,Veg,None,200,30,10,12,5,350,"Vitamin B, C","Astringent, Sweet; Varies (Sweet/Astringent/Bitter)","Heavy, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Pungent; Sweet or Pungent,"Grounding, protein-rich; Nourishing, Satiety-giving","May aggravate Vata & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chickpea, Chaat"
Daal Bati,Telangana,Veg,Gluten,350,50,15,8,6,500,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Daal, Bati"
Khatta Dhokla,Telangana,Veg,Gluten,250,30,8,4,3,400,"Vitamin B, C",Sweet; Varies (Sweet/Astringent/Bitter),"Light, Soft; Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet; Sweet or Pungent,"Nourishing; Nourishing, Satiety-giving","Balances Vata & Pitta, may increase Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Khatta, Dhokla"
Bhindi Masala,Telangana,Veg,None,200,15,10,5,2,350,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Okra
Chicken Seekh Kebab,Telangana,Non-Veg,None,350,20,25,20,5,650,"Vitamin B, C","Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Seekh"
Cheese Dosa,Telangana,Veg,Dairy,300,40,12,15,6,550,"Vitamin B, C",Sweet,"Heavy, Oily",Cooling,Sweet,Nourishing,"Balances Vata, increases Kapha",Paneer
Beef Curry,Telangana,Non-Veg,None,400,35,30,25,8,750,"Vitamin B, C","Sweet, Salty","Heavy, Oily",Heating,Sweet,Strength-giving,"Balances Vata, may aggravate Pitta & Kapha",Beef
Onion Chutney,Telangana,Veg,None,100,10,5,3,2,200,Vitamin C,"Pungent, Sweet","Heavy, Oily",Heating,Sweet,"Aphrodisiac, strength-giving","Balances Vata, aggravates Pitta & Kapha",Onion
Chana Masala,Telangana,Veg,None,300,45,8,12,6,500,"Vitamin B, C","Astringent, Sweet","Heavy, Dry",Cooling,Pungent,"Grounding, protein-rich",May aggravate Vata & Kapha,Chickpea
Vada Pav,Telangana,Veg,Gluten,300,35,15,12,8,450,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Vada, Pav"
Gongura Mutton,Telangana,Non-Veg,None,450,40,30,22,6,750,"Vitamin B, C","Varies (Sweet/Astringent/Bitter); Sweet, Salty","Light to Heavy, Dry to Oily (Varies); Heavy, Oily",Heating,Sweet or Pungent; Sweet,"Nourishing, Satiety-giving; Strength-giving","Generally balances Pitta, effects on Vata/Kapha vary; Balances Vata, may aggravate Pitta & Kapha","Gongura, Mutton"
Kuttu Paratha,Telangana,Veg,Gluten-Free,250,40,12,10,5,500,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Kuttu
Tomato Chutney,Telangana,Veg,None,80,10,2,4,2,150,Vitamin C,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Tomato
Paneer Butter Masala,Telangana,Veg,Dairy,350,25,20,15,8,600,"Vitamin A, C",Sweet,"Heavy, Oily; Heavy, Oily, Soft",Cooling,Sweet,"Nourishing; Promotes memory, nourishes tissues","Balances Vata, increases Kapha; Balances Vata & Pitta, increases Kapha","Paneer, Ghee"
Mutton Korma,Telangana,Non-Veg,"Nuts, Dairy",400,35,30,20,7,750,"Vitamin B, C","Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Mutton, Korma"
Chappati,Telangana,Veg,Gluten,150,30,2,5,1,200,Vitamin B,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Chappati
Aloo Methi,Telangana,Veg,None,200,25,10,6,3,350,"Vitamin A, C","Sweet, Astringent; Varies (Sweet/Astringent/Bitter)","Heavy, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet; Sweet or Pungent,"Satiety-giving; Nourishing, Satiety-giving","Balances Pitta, aggravates Vata & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Potato, Methi"
Kaddu Ki Sabzi,Telangana,Veg,None,180,20,8,5,2,300,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Kaddu
Chicken Masala,Telangana,Non-Veg,None,400,35,25,20,7,750,"Vitamin B, C","Sweet, Salty","Heavy, Oily",Heating,Sweet,Strength-giving,"Balances Vata, may aggravate Pitta & Kapha",Chicken
Paneer Tikka Masala,Telangana,Veg,Dairy,350,20,25,15,5,600,"Vitamin A, C",Sweet; Varies (Sweet/Astringent/Bitter),"Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet; Sweet or Pungent,"Nourishing; Nourishing, Satiety-giving","Balances Vata, increases Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Paneer, Tikka"
Biryani,Telangana,Veg,None,350,50,10,8,6,550,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Biryani
Chicken Keema,Telangana,Non-Veg,None,350,30,20,15,5,650,"Vitamin B, C","Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Keema"
Kachori,Telangana,Veg,Gluten,250,30,15,12,8,450,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Kachori
Idiyappam,Tamil Nadu,Veg,None,200,30,5,6,1,50,"Vitamin B, Iron",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Idiyappam
Pongal,Tamil Nadu,Veg,None,250,35,8,8,2,60,"Vitamin B, Iron",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Pongal
Dosa,Tamil Nadu,Veg,None,150,20,5,4,1,300,Vitamin B,,,,,,,
Sambar,Tamil Nadu,Veg,None,100,15,2,4,3,200,"Vitamin C, Iron",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Sambar
Rasam,Tamil Nadu,Veg,None,80,10,2,3,2,150,Vitamin C,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Rasam
Medu Vada,Tamil Nadu,Veg,None,180,25,9,6,2,300,Vitamin B,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Medu, Vada"
Upma,Tamil Nadu,Veg,None,220,30,8,6,3,150,"Vitamin B, Iron",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Upma
Thayir Sadam,Tamil Nadu,Veg,Dairy,200,25,10,6,5,250,"Vitamin B, Calcium",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Thayir, Sadam"
Kuzhambu,Tamil Nadu,Veg,None,120,15,4,3,2,200,Vitamin C,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Kuzhambu
Curd Rice,Tamil Nadu,Veg,Dairy,250,30,10,8,5,200,"Vitamin B, Calcium","Sour, Astringent; Sweet","Heavy, Oily; Light, Soft",Cooling,Sour/Pungent; Sweet,"Probiotic, cooling; Nourishing","Balances Pitta, may aggravate Kapha; Balances Vata & Pitta, may increase Kapha","Yogurt, Rice"
Vada Curry,Tamil Nadu,Veg,None,300,40,12,10,5,350,"Vitamin B, Iron",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Vada
Kootu,Tamil Nadu,Veg,None,150,20,6,5,3,150,"Vitamin C, Iron",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Kootu
Chettinad Chicken,Tamil Nadu,Non-Veg,None,400,10,20,25,1,500,Vitamin B,"Varies (Sweet/Astringent/Bitter); Sweet, Salty","Light to Heavy, Dry to Oily (Varies); Heavy, Oily",Heating,Sweet or Pungent; Sweet,"Nourishing, Satiety-giving; Strength-giving","Generally balances Pitta, effects on Vata/Kapha vary; Balances Vata, may aggravate Pitta & Kapha","Chettinad, Chicken"
Chicken Biryani,Tamil Nadu,Non-Veg,None,600,65,18,25,7,800,"Vitamin B, Iron","Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Biryani"
Fish Curry,Tamil Nadu,Non-Veg,None,350,15,18,20,2,600,"Vitamin B, Omega-3","Sweet, Salty","Heavy, Oily",Heating,Sweet,Strength-giving,"Balances Vata, may aggravate Pitta & Kapha",Fish
Mutton Kola Urundai,Tamil Nadu,Non-Veg,None,450,12,22,25,3,700,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Mutton, Kola, Urundai"
Prawn Masala,Tamil Nadu,Non-Veg,None,400,12,20,22,2,600,"Vitamin B, Omega-3",Sweet,"Heavy, Oily",Heating,Sweet,Nourishing,"Balances Vata, may aggravate Pitta & Kapha",Prawn
Egg Curry,Tamil Nadu,Non-Veg,None,350,10,22,18,1,500,Vitamin B,"Sweet, Salty","Heavy, Oily",Heating,Sweet,Strength-giving,"Balances Vata, may aggravate Pitta & Kapha",Egg
Mutton Biryani,Tamil Nadu,Non-Veg,None,650,70,20,30,6,900,"Vitamin B, Iron","Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Mutton, Biryani"
Kothu Parotta,Tamil Nadu,Non-Veg,None,500,60,22,20,5,600,Vitamin B,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Kothu, Parotta"
Masala Dosa,Tamil Nadu,Veg,None,200,25,8,6,2,350,Vitamin B,,,,,,,
Pesarattu,Tamil Nadu,Veg,None,180,25,7,8,1,200,"Vitamin B, Iron",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Pesarattu
Pongal Sadam,Tamil Nadu,Veg,None,250,35,9,8,2,300,Vitamin B,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Pongal, Sadam"
Aviyal,Tamil Nadu,Veg,None,180,25,7,4,3,200,"Vitamin A, Vitamin C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Aviyal
Vellai Kurma,Tamil Nadu,Veg,None,220,30,8,6,2,250,Vitamin B,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Vellai, Kurma"
Vegetable Biryani,Tamil Nadu,Veg,None,300,45,10,8,4,400,"Vitamin A, B",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Vegetable, Biryani"
Pulao,Tamil Nadu,Veg,None,250,35,9,6,2,300,Vitamin B,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Pulao
Tomato Rice,Tamil Nadu,Veg,None,230,32,8,6,3,250,Vitamin C,Varies (Sweet/Astringent/Bitter); Sweet,"Light to Heavy, Dry to Oily (Varies); Light, Soft",Cooling,Sweet or Pungent; Sweet,"Nourishing, Satiety-giving; Nourishing","Generally balances Pitta, effects on Vata/Kapha vary; Balances Vata & Pitta, may increase Kapha","Tomato, Rice"
Curd Vada,Tamil Nadu,Veg,Dairy,250,30,10,7,5,300,"Vitamin B, Calcium","Sour, Astringent; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Cooling,Sour/Pungent; Sweet or Pungent,"Probiotic, cooling; Nourishing, Satiety-giving","Balances Pitta, may aggravate Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Yogurt, Vada"
Kollu Sundal,Tamil Nadu,Veg,None,180,15,6,7,2,150,"Vitamin B, Iron","Varies (Sweet/Astringent/Bitter); Astringent, Sweet","Light to Heavy, Dry to Oily (Varies); Light, Dry",Cooling,Sweet or Pungent; Pungent,"Nourishing, Satiety-giving; Protein-rich","Generally balances Pitta, effects on Vata/Kapha vary; Balances Kapha & Pitta, may aggravate Vata","Kollu, Sundal"
Bisi Bele Bath,Tamil Nadu,Veg,None,280,35,8,7,4,300,"Vitamin B, Iron",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Bisi, Bele"
Sundal,Tamil Nadu,Veg,None,150,20,5,6,1,200,"Vitamin B, Iron","Astringent, Sweet","Light, Dry",Cooling,Pungent,Protein-rich,"Balances Kapha & Pitta, may aggravate Vata",Sundal
Kara Kuzhambu,Tamil Nadu,Veg,None,120,15,4,3,2,250,Vitamin C,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Kara, Kuzhambu"
Methi Thepla,Tamil Nadu,Veg,None,220,30,8,7,3,200,"Vitamin A, B",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Methi, Thepla"
Rawa Kesari,Tamil Nadu,Veg,Dairy,300,40,15,20,30,100,"Vitamin B, Iron",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Rawa, Kesari"
